CODICE_UNITA_UG;CODICE_FISCALE;RAGIONE_SOCIALE;DESC_FG;FG;CODICE_REG
11117892;00245050794;COMUNE DI SANTA CATERINA DELLO IONIO;Comune;2430;18
11117925;00247020092;COMUNE DI BORMIDA;Comune;2430;07
11117958;00248770042;COMUNE DI MONDOVI';Comune;2430;01
11117978;00250550084;COMUNE DI POMPEIANA;Comune;2430;07
11118120;00259030047;COMUNE DI PEVERAGNO;Comune;2430;01
11118243;00267040244;COMUNE DI BROGLIANO;Comune;2430;05
11118287;00270210032;COMUNE DI VARZO;Comune;2430;01
25499751;01722360763;AZIENDA SANITARIA LOCALE DI POTENZA;Azienda o ente del servizio sanitario nazionale;2500;17
11118442;00283910909;COMUNE DI ITTIREDDU;Comune;2430;20
11118504;00291040228;COMUNE DI CARZANO;Comune;2430;04
11118582;00297610792;COMUNE DI PALLAGORIO;Comune;2430;18
11118593;00297910796;COMUNE DI COTRONEI;Comune;2430;18
11118632;00300630605;COMUNE DI TREVI NEL LAZIO;Comune;2430;12
11118776;00311290795;COMUNE DI ROCCABERNARDA;Comune;2430;18
11118793;00312750433;COMUNE DI POGGIO SAN VICINO;Comune;2430;11
11119003;00333020790;COMUNE DI VAZZANO;Comune;2430;18
11130173;01710120617;COMUNE DI CASTEL DI SASSO;Comune;2430;15
11130384;01745550010;COMUNE DI VISTRORIO;Comune;2430;01
11130820;01817650011;COMUNE DI RUBIANA;Comune;2430;01
11131154;01895450011;COMUNE DI LORANZE';Comune;2430;01
11133485;02682200585;COMUNE DI RIANO;Comune;2430;12
11134770;05104240014;CASA DI RIPOSO ORFANELLE;Istituto pubblico di assistenza e beneficenza;2712;01
11135506;80000470304;COMUNE DI LESTIZZA;Comune;2430;06
11135584;80000970444;COMUNE DI SMERILLO;Comune;2430;11
11135662;80001370032;COMUNE DI LANDIONA;Comune;2430;01
11135701;80001590936;A.S.P. CORDENONESE VIRGINIA FABBRI TALIENTO;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;06
11135761;80001980624;COMUNE DI BUONALBERGO;Comune;2430;15
11135810;80002270520;CENTRO VIRGINIA BORGHERI A.P.S.P.;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;09
11135900;80002630624;COMUNE DI VITULANO;Comune;2430;15
11135934;80002870774;COMUNE DI MATERA;Comune;2430;17
11136022;80003230051;COMUNE DI CELLARENGO;Comune;2430;01
11136051;80003330026;COMUNE DI OLCENENGO;Comune;2430;01
11136069;80003410059;COMUNE DI CORTAZZONE;Comune;2430;01
11136109;80003550052;COMUNE DI GRANA MONFERRATO;Comune;2430;01
11136197;80003870674;COMUNE DI CERMIGNANO;Comune;2430;13
11136251;80004090058;COMUNE DI VILLANOVA D'ASTI;Comune;2430;01
11136350;80004470763;COMUNE DI BRINDISI MONTAGNA;Comune;2430;17
11136457;80004880763;COMUNE DI CANCELLARA;Comune;2430;17
11136508;80005090958;COMUNE DI SEDILO;Comune;2430;20
11136557;80005270675;COMUNITA' MONTANA DEL GRAN SASSO;Comunita' montana o isolana;2440;13
11136586;80005350931;COMUNE DI BRUGNERA;Comune;2430;06
11136657;80005610920;COMUNE DI SILIQUA;Comune;2430;20
11136743;80005950243;COMUNE DI NANTO;Comune;2430;05
11137312;80008770226;COMUNE DI CAVEDAGO;Comune;2430;04
24760049;97694170016;AGENZIA REGIONALE PIEMONTESE PER LE EROGAZIONI IN AGRICOLTURA ARPEA;Ente di sviluppo agricolo regionale o di altro ente locale;2753;01
24930332;10125211002;ISTITUTO SUPERIORE PER LA PROTEZIONE E LA RICERCA AMBIENTALE - ISPRA;Istituto o ente pubblico di ricerca;2711;12
25076912;02786551206;ER.GO - AZIENDA REGIONALE PER IL DIRITTO AGLI STUDI SUPERIORI;Altro ente pubblico non economico locale;2791;08
25083200;03176390924;AGENZIA REGIONALE CONSERVATORIA DELLE COSTE DELLA SARDEGNA;Altro ente pubblico non economico locale;2791;20
25090825;91025730473;SOCIETA' DELLA SALUTE DELLA VALDINIEVOLE;Consorzio di diritto pubblico;2740;09
11143453;85002410166;COMUNE DI AVERARA;Comune;2430;03
11143626;86000150788;COMUNE DI ACQUAPPESA;Comune;2430;18
11143657;86000830785;COMUNE DI LAGO;Comune;2430;18
11143689;86001710044;COMUNE DI CASALGRASSO;Comune;2430;01
11143703;86002050580;COMUNE DI MARCELLINA;Comune;2430;12
11143742;86003270187;COMUNE DI FORTUNAGO;Comune;2430;03
11143921;87001850822;COMUNE DI ALTAVILLA MILICIA;Comune;2430;19
11144823;90003870012;COMUNE DI MARENTINO;Comune;2430;01
11151006;85000630823;COMUNE DI ALIA;Comune;2430;19
25499802;91039400907;COMUNITA' MONTANA DEL MONTE ACUTO;Comunita' montana o isolana;2440;20
25501367;06322711216;AZIENDA SANITARIA LOCALE NAPOLI 3 SUD;Azienda o ente del servizio sanitario nazionale;2500;15
25616991;97538720588;ENTE NAZIONALE PER IL MICROCREDITO;Altro ente pubblico non economico nazionale;2790;12
25617018;05841790826;AZIENDA OSPEDALIERA UNIVERSITARIA POLICLINICO PAOLO GIACCONE DI PALERMO;Azienda o ente del servizio sanitario nazionale;2500;19
25916651;01474770086;PARCO NATURALE REGIONALE DELLE ALPI LIGURI;Ente parco;2751;07
25934318;02312680396;AZIENDA SERVIZI ALLA PERSONA RAVENNA CERVIA E RUSSI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;08
26279350;01792410662;AZIENDA SANITARIA LOCALE 1 DI AVEZZANO-SULMONA-L'AQUILA;Azienda o ente del servizio sanitario nazionale;2500;13
26279396;93157710877;CONSORZIO ETNEO PER LA LEGALITA E LO SVILUPPO;Consorzio di diritto pubblico;2740;19
26279404;02408320352;UNIONE TERRA DI MEZZO;Unione di comuni;2450;08
26279467;03248690988;UNIONE DEI COMUNI LOMBARDA BASSA BRESCIANA OCCIDENTALE;Unione di comuni;2450;03
11138911;80027620634;COMUNE DI CRISPANO;Comune;2430;15
11139786;81000070912;COMUNE DI SERRI;Comune;2430;20
11139820;81000190918;COMUNE DI NURAGUS;Comune;2430;20
11139827;81000250910;COMUNE DI DESULO;Comune;2430;20
11139847;81000370676;COMUNE DI MORRO D'ORO;Comune;2430;13
11139943;81000750695;COMUNE DI CASALANGUIDA;Comune;2430;13
11139994;81001010800;COMUNE DI STIGNANO;Comune;2430;18
11140014;81001090653;COMUNE DI SERRAMEZZANA;Comune;2430;15
11140036;81001210699;COMUNE DI TORNARECCIO;Comune;2430;13
11140057;81001310689;COMUNE DI CORVARA;Comune;2430;13
11140075;81001370758;COMUNE DI SPECCHIA;Comune;2430;16
11140101;81001490028;COMUNE DI OCCHIEPPO SUPERIORE;Comune;2430;01
11140116;81001550144;COMUNITA' MONTANA DELLA VALCHIAVENNA;Comunita' montana o isolana;2440;03
11140137;81001630300;AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA GIOVANNI CHIABA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;06
11140154;81001710615;COMUNE DI PARETE;Comune;2430;15
11140231;81002110229;A.P.S.P. PICCOLO SPEDALE;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
11140300;81002430759;COMUNE DI TIGGIANO;Comune;2430;16
11140348;81002630077;COMUNE DI VALTOURNENCHE;Comune;2430;02
11141028;82000370013;COMUNE DI PINO TORINESE;Comune;2430;01
11141035;82000390714;COMUNE DI BICCARI;Comune;2430;16
11141066;82000530608;COMUNE DI VICALVI;Comune;2430;12
11141074;82000550309;COMUNE DI OSOPPO;Comune;2430;06
11141094;82000630010;COMUNE DI MOMBELLO DI TORINO;Comune;2430;01
11141138;82000850915;COMUNE DI GIRASOLE;Comune;2430;20
11141158;82000950806;COMUNE DI SCIDO;Comune;2430;18
11141294;82001670031;COMUNE DI SORISO;Comune;2430;01
11141322;82001810025;COMUNE DI RASSA;Comune;2430;01
11141349;82001930195;COMUNE DI CREMOSANO;Comune;2430;03
11142138;83000750758;COMUNE DI SAN CASSIANO;Comune;2430;16
11142164;83000870713;COMUNE DI MONTE SANT'ANGELO;Comune;2430;16
11142175;83000930020;COMUNE DI VALLE SAN NICOLAO;Comune;2430;01
11142186;83000990636;COMUNE DI FORIO;Comune;2430;15
11142315;83001830617;COMUNE DI FALCIANO DEL MASSICO;Comune;2430;15
11142344;83002030654;COMUNE DI MONTE SAN GIACOMO;Comune;2430;15
11142496;83003030067;COMUNE DI ROCCAFORTE LIGURE;Comune;2430;01
11142763;83501730010;COMUNE DI BAIRO;Comune;2430;01
11142778;83504250156;COMUNE DI BASIANO;Comune;2430;03
11142822;84000360036;APSP CASA DI RIPOSO MAURIZIO MULLER;Istituto pubblico di assistenza e beneficenza;2712;01
11142836;84000510184;COMUNE DI CANNETO PAVESE;Comune;2430;03
11142848;84000650014;COMUNE DI BOLLENGO;Comune;2430;01
11142907;84001210016;COMUNE DI SETTIMO ROTTARO;Comune;2430;01
11142925;84001410301;COMUNE DI VERZEGNIS;Comune;2430;06
11142938;84001550304;COMUNE DI MOGGIO UDINESE;Comune;2430;06
11142974;84002110769;COMUNE DI TRECCHINA;Comune;2430;17
11142999;84002530248;COMUNE DI SALCEDO;Comune;2430;05
11143058;84003390014;COMUNE DI NOMAGLIO;Comune;2430;01
11143341;85000210048;RESIDENZA EMANUELE TAPPARELLI D AZEGLIO;Istituto pubblico di assistenza e beneficenza;2712;01
11143352;85000410044;COMUNE DI MARTINIANA PO;Comune;2430;01
11154444;96000450260;CASA DI RIPOSO ED OPERE PIE RIUNITE;Istituto pubblico di assistenza e beneficenza;2712;05
11301243;00091090555;COMUNE DI SAN GEMINI;Comune;2430;10
11301467;00423460468;COMUNE DI PIEVE FOSCIANA;Comune;2430;09
18011077;91044090933;CASA LUCIA AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;06
18714146;94194840636;AGENZIA PER IL LAVORO E L'ISTRUZIONE - CAMPANIA IN LIQUIDAZIONE;Agenzie regionali per il lavoro;2758;15
12516670;84003850637;COMUNE DI SAN VITALIANO;Comune;2430;15
12533116;01840350019;COMUNE DI INGRIA;Comune;2430;01
12534299;82000470664;COMUNE DI BARREA;Comune;2430;13
12534476;86501210016;COMUNE DI GRAVERE;Comune;2430;01
12534557;90003860013;COMUNE DI ANDEZENO;Comune;2430;01
12655350;00142440056;CASA DI SOGGIORNO PER ANZIANI SAN GIUSEPPE;Istituto pubblico di assistenza e beneficenza;2712;01
12839973;90007060933;ENTE PARCO NATURALE DOLOMITI FRIULANE;Ente parco;2751;06
14320800;01114010620;UNIVERSITA' DEGLI STUDI DEL SANNIO DI BENEVENTO;Universita' pubblica;2620;15
14435406;12621570154;UNIVERSITA' DEGLI STUDI MILANO-BICOCCA;Universita' pubblica;2620;03
15025495;02795630231;CONSORZIO DI BACINO VERONA 2 DEL QUADRILATERO;Consorzio di diritto pubblico;2740;05
15744599;82003370242;CONSORZIO DEL BACINO IMBRIFERO MONTANO DEL BRENTA VI;Consorzio di diritto pubblico;2740;05
16437705;00043810621;CONSORZIO IDROTERMALE TELESE - SAN SALVATORE;Consorzio di diritto pubblico;2740;15
17063898;93068740872;CASA DI RIPOSO MONS. VENTIMIGLIA E IST. SAN BENEDETTO;Istituto pubblico di assistenza e beneficenza;2712;19
17321674;95039180120;UNIVERSITA' DEGLI STUDI DELL'INSUBRIA;Universita' pubblica;2620;03
17915539;97157310588;ENTE REGIONALE PARCO DI VEIO;Ente parco;2751;12
31176616;97900660586;ISPETTORATO NAZIONALE DEL LAVORO;Agenzia dello Stato;2230;12
31359746;09920840965;CAMERA DI COMMERCIO DI MILANO MONZA-BRIANZA LODI;Camera di commercio;2720;03
32619613;01998780892;PARCO ARCHEOLOGICO E PAESAGGISTICO DI SIRACUSA, ELORO, VILLA DEL TELLARO E AKRAI;Ente parco;2751;19
32706549;92044600887;PARCO ARCHEOLOGICO DI KAMARINA E CAVA D'ISPICA;Ente parco;2751;19
33213894;96480590585;MINISTERO DEL TURISMO;Ministero;2220;12
33621629;03990320925;AZIENDA SOCIO SANITARIA LOCALE N.6 DEL MEDIO CAMPIDANO (ASL N.6 DEL MEDIO CAMPIDANO);Azienda o ente del servizio sanitario nazionale;2500;20
19099584;97204120584;ISTITUTO REGIONALE PER LE VILLE TUSCOLANE - IRVIT;Altro ente pubblico non economico locale;2791;12
19177155;91041130070;UNIVERSITA' DELLA VALLE D'AOSTA;Universita' pubblica;2620;02
19203900;92134610283;CONSORZIO POLIZIA MUNICIPALE PADOVA OVEST;Consorzio di diritto pubblico;2740;05
20136721;03572360968;AZIENDA SPECIALE CASA DI RIPOSO GALLAZZI-VISMARA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;03
705587;80008610240;CASA DI RIPOSO SAN GIUSEPPE;Istituto pubblico di assistenza e beneficenza;2712;05
705717;80008790174;COMUNE DI NAVE;Comune;2430;03
20218586;97176710826;OPERA PIA MONS. BENEDETTO BALSAMO;Istituto pubblico di assistenza e beneficenza;2712;19
20219674;97254170588;AGENZIA INDUSTRIE DIFESA;Altro ente pubblico non economico nazionale;2790;12
705922;80009070287;CENTRO SERVIZI PER ANZIANI ANNA MORETTI BONORA;Istituto pubblico di assistenza e beneficenza;2712;05
20925922;01839930227;APSP ANAUNIA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
20945143;03767600962;AZIENDA DI SERVIZI ALLA PERSONA VALSASINO;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;03
20973158;91005250641;CONSORZIO DEI SERVIZI SOCIALI ALTA IRPINIA;Consorzio di diritto pubblico;2740;15
709682;80017210727;REGIONE PUGLIA;Regione;2410;16
713516;80054330586;CONSIGLIO NAZIONALE DELLE RICERCHE - CNR;Istituto o ente pubblico di ricerca;2711;12
20994803;92053140643;ENTE PARCO REGIONALE DEL PARTENIO;Ente parco;2751;15
21597599;02378620641;UNIONE DEI COMUNI ANTICO CLANIS;Unione di comuni;2450;15
21662736;94085430216;AZIENDA MUSEI PROVINCIALI DI BOLZANO;Istituto o ente pubblico di ricerca;2711;04
21676720;97345810580;AGENZIA ITALIANA DEL FARMACO - AIFA;Agenzia dello Stato;2230;12
22181027;01491360499;SOCIETA' DELLA SALUTE VALLI ETRUSCHE;Consorzio di diritto pubblico;2740;09
22284940;90035880500;SOCIETA' DELLA SALUTE ALTA VAL DI CECINA- VALDERA;Consorzio di diritto pubblico;2740;09
22340507;96049740184;ISTITUTO UNIVERSITARIO DI STUDI SUPERIORI DI PAVIA;Universita' pubblica;2620;03
23280524;04068300286;S.P.E.S. - SERVIZI ALLA PERSONA EDUCATIVI E SOCIALI;Istituto pubblico di assistenza e beneficenza;2712;05
23369704;92009220655;ENTE RISERVE NATURALI FOCE SELE- TANAGRO MONTI EREMITA-MARZANO;Ente parco;2751;15
23382355;93016030301;CONSORZIO DEI COMUNI DEL BACINO IMBRIFERO MONTANO DELLA DRAVA;Consorzio di diritto pubblico;2740;06
29021406;97735020584;AGENZIA PER L'ITALIA DIGITALE - AGID;Altro ente pubblico non economico nazionale;2790;12
29256257;03334231200;COMUNE DI VALSAMOGGIA;Comune;2430;08
29256292;03966930160;COMUNE DI VAL BREMBILLA;Comune;2430;03
29256344;01666200330;UNIONE MONTANA VALLI TREBBIA E LURETTA;Unione di comuni;2450;08
29408648;96034840015;UNIONE MONTANA COMUNI OLIMPICI VIA LATTEA;Unione di comuni;2450;01
29821240;02354850220;COMUNE DI PREDAIA;Comune;2430;04
29855511;01921710677;AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA ASP 2 TERAMO;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;13
29869286;02784060598;CONSORZIO INTERCOMUNALE DELLE FARMACIE LAZIALI;Consorzio di diritto pubblico;2740;12
29942926;91111720339;UNIONE MONTANA ALTA VAL NURE;Unione di comuni;2450;08
30260004;90067990102;UNIONE DEI COMUNI DEL GOLFO PARADISO;Unione di comuni;2450;07
30452204;01465970919;PARCO NATURALE REGIONALE TEPILORA;Ente parco;2751;20
30452208;02401960220;COMUNE DI AMBLAR-DON;Comune;2430;04
30452217;09319690963;AZIENDA SOCIO SANITARIA TERRITORIALE FATEBENEFRATELLI SACCO;Azienda o ente del servizio sanitario nazionale;2500;03
30452233;09319650967;AZIENDA SOCIO-SANITARIA TERRITORIALE OVEST MILANESE;Azienda o ente del servizio sanitario nazionale;2500;03
30452254;09320520969;AGENZIA DI TUTELA DELLA SALUTE DELLA CITTA' METROPOLITANA DI MILANO;Azienda o ente del servizio sanitario nazionale;2500;03
30452982;13665151000;AZIENDA SANITARIA LOCALE ROMA 2;Azienda o ente del servizio sanitario nazionale;2500;12
30453512;01741020703;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DEL MOLISE;Camera di commercio;2720;14
30471254;02465520746;CONSORZIO DELL'AMBITO TERR.SOC.CISTERNINO FASANO OSTUNI;Consorzio di diritto pubblico;2740;16
30548807;90519590153;AZIENDA DI SERVIZI ALLA PERSONA BASSO LODIGIANO;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;03
30582752;94159000549;AGENZIA UMBRIA RICERCHE;Altro ente pubblico non economico locale;2791;10
30825229;02558590697;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA CHIETI PESCARA;Camera di commercio;2720;13
30843890;04265920407;ASP VALLONI MARECCHIA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;08
31046754;02624290413;COMUNE DI TERRE ROVERESCHE;Comune;2430;11
31046836;92017840171;CONSORZIO BIM DEL MELLA;Consorzio di diritto pubblico;2740;03
34209766;03345590735;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO AGRICOLTURA DI BRINDISI - TARANTO;Camera di commercio;2720;16
34680795;04506950247;COMUNE DI SOVIZZO;Comune;2430;05
800000054;00363460718;COMUNE DI FOGGIA;Comune;2430;16
169753;00876220633;UNIVERSITA' DEGLI STUDI DI NAPOLI FEDERICO II;Universita' pubblica;2620;15
173474;00890760804;COMUNE DI CAULONIA;Comune;2430;18
310421;01493120586;COMUNE DI VELLETRI;Comune;2430;12
58603;00297850794;COMUNE DI GIZZERIA;Comune;2430;18
58632;00297950792;COMUNE DI PETILIA POLICASTRO;Comune;2430;18
58798;00298560095;COMUNE DI COSSERIA;Comune;2430;07
59759;00302450226;COMUNE DI CINTE TESINO;Comune;2430;04
60892;00307740225;COMUNE DI CAMPODENNO;Comune;2430;04
60984;00308170190;COMUNE DI CAMPAGNOLA CREMASCA;Comune;2430;03
61350;00309830206;COMUNE DI SERMIDE E  FELONICA;Comune;2430;03
62308;00313890162;COMUNE DI BERBENNO;Comune;2430;03
62609;00315250167;COMUNE DI TORRE BOLDONE;Comune;2430;03
85655;00446150047;IPAB DOMENICA BERTONE;Istituto pubblico di assistenza e beneficenza;2712;01
85991;00448170548;COMUNE DI PIEGARO;Comune;2430;10
86127;00448820548;UNIVERSITA' DEGLI STUDI DI PERUGIA;Universita' pubblica;2620;10
86209;00449220359;COMUNE DI BRESCELLO;Comune;2430;08
86521;00451040182;COMUNE DI CASTEGGIO;Comune;2430;03
87105;00453840357;COMUNE DI CASTELNOVO DI SOTTO;Comune;2430;08
88694;00463210542;A.S.P. CASA DI RIPOSO ANDREA ROSSI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;10
89551;00467720181;COMUNE DI STRADELLA;Comune;2430;03
90480;00471900183;COMUNE DI ROBECCO PAVESE;Comune;2430;03
91071;00475000824;COMUNE DI CASTRONOVO DI SICILIA;Comune;2430;19
92660;00482780186;COMUNE DI PIEVE DEL CAIRO;Comune;2430;03
94093;00490260130;COMUNE DI BINAGO;Comune;2430;03
116964;00621360825;COMUNE DI CERDA;Comune;2430;19
11119208;00352000780;COMUNE DI PARENTI;Comune;2430;18
11119257;00355150301;COMUNE DI VARMO;Comune;2430;06
11119265;00355760786;COMUNE DI ROGGIANO GRAVINA;Comune;2430;18
11119308;00358440717;COMUNE DI RIGNANO GARGANICO;Comune;2430;16
11119368;00364960443;COMUNE DI MALTIGNANO;Comune;2430;11
11119528;00382120061;COMUNE DI BELFORTE MONFERRATO;Comune;2430;01
11120313;00449510049;COMUNE DI BORGO SAN DALMAZZO;Comune;2430;01
699157;80000650863;ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI ENNA;Altro ente pubblico non economico locale;2791;19
699299;80000870727;ENTE PER LO SVILUPPO DELL' IRRIGAZIONE E LA TRASFORMAZIONE FONDIARIA IN PUGLIA, LUCANIA E IRPINIA IN LIQUIDAZIONE;Altro ente pubblico non economico locale;2791;16
699340;80000930901;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI SASSARI;Camera di commercio;2720;20
699404;80001010703;COMUNE DI CAMPOLIETO;Comune;2430;14
32739;00189800204;COMUNE DI MANTOVA;Comune;2430;03
32867;00190240663;COMUNE DI TORNIMPARTE;Comune;2430;13
33098;00191110667;COMUNE DI SANTE MARIE;Comune;2430;13
33583;00193110665;COMUNE DI CAPPADOCIA;Comune;2430;13
35226;00199400649;COMUNE DI MERCOGLIANO;Comune;2430;15
36002;00203130398;COMUNE DI CONSELICE;Comune;2430;08
36748;00206200289;ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLE VENEZIE;Azienda o ente del servizio sanitario nazionale;2500;05
37508;00208930719;COMUNE DI SANT'AGATA DI PUGLIA;Comune;2430;16
38135;00211160114;COMUNE DI LA SPEZIA;Comune;2430;07
39073;00214810046;COMUNE DI FOSSANO;Comune;2430;01
43392;00231740820;COMUNE DI MONREALE;Comune;2430;19
58581;00297790792;COMUNE DI FILADELFIA;Comune;2430;18
3404;00056590896;COMUNE DI ROSOLINI;Comune;2430;19
3445;00056870942;COMUNE DI SESSANO DEL MOLISE;Comune;2430;14
4083;00060670700;COMUNE DI BONEFRO;Comune;2430;14
4298;00061820742;ARCA NORD SALENTO;Altro ente pubblico non economico locale;2791;16
5352;00069960706;COMUNE DI SALCITO;Comune;2430;14
8593;00089690556;COMUNE DI LUGNANO IN TEVERINA;Comune;2430;10
9243;00092630144;COMUNE DI CEDRASCO;Comune;2430;03
10246;00099190530;COMUNE DI SORANO;Comune;2430;09
11243;00103110573;COMUNE DI ANTRODOCO;Comune;2430;12
11318;00103340253;COMUNE DI AGORDO;Comune;2430;05
11982;00106410426;COMUNE DI CORINALDO;Comune;2430;11
12563;00109370148;COMUNE DI TRESIVIO;Comune;2430;03
13014;00111020145;COMUNE DI VALDIDENTRO;Comune;2430;03
154170;00813320173;COMUNE DI PROVAGLIO D'ISEO;Comune;2430;03
157667;00827800178;COMUNE DI TEMU';Comune;2430;03
163568;00852130178;COMUNE DI CASTO;Comune;2430;03
164256;00854910171;COMUNE DI QUINZANO D'OGLIO;Comune;2430;03
164489;00855690178;COMUNE DI BRENO;Comune;2430;03
45984;00244220182;COMUNE DI FERRERA ERBOGNONE;Comune;2430;03
27917201;96070400765;UNIONE DEI COMUNI ALTO BRADANO;Unione di comuni;2450;17
27947390;00867050585;ISTITUTO PER LA STORIA DEL RISORGIMENTO ITALIANO;Altro ente pubblico non economico nazionale;2790;12
31876012;96088740764;ENTE PARCO NATURALE REGIONALE DEL VULTURE;Ente parco;2751;17
32105523;03807550136;COMUNE DI SOLBIATE CON CAGNO;Comune;2430;03
32105524;02738210182;COMUNE DI COLLI VERDI;Comune;2430;03
32109036;92045530265;COMUNE DI PIEVE DEL GRAPPA;Comune;2430;05
32109061;03700710126;COMUNE DI CADREZZATE CON OSMATE;Comune;2430;03
15249;00120680079;COMUNE DI AOSTA;Comune;2430;02
20602;00144310836;COMUNE DI ALCARA LI FUSI;Comune;2430;19
21714;00148580392;COMUNE DI COTIGNOLA;Comune;2430;08
22872;00152490751;AGENZIA REGIONALE PER LA CASA E L'ABITARE SUD SALENTO (ARCA;Altro ente pubblico non economico locale;2791;16
