REGIONE;ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;UOMINI;DONNE
R00054;J9489;SSNA;FM;SD0E38;0;1
R00054;J9489;SSNA;DA;AD0S31;0;2
R00054;J9489;SSNA;FI;SD0A41;4;2
R00054;J9489;SSNA;BI;SD0E12;1;2
R00054;J9489;SSNA;MD;SD0597;2;1
R00054;J9489;SSNA;DP;PD0A03;1;2
R00054;J9489;SSNA;DG;0D0163;1;0
R00054;J9489;SSNA;DG;0D0097;0;1
R00054;J9489;SSNA;MD;SD0E34;28;30
R00054;J9489;SSNA;OP;AOP870;1;4
R00054;J9489;SSNA;PF;SPFPRV;5;7
R00054;J9489;SSNA;DP;PD0S09;0;1
R00054;J9489;SSNA;DT;TD0A01;0;1
R00054;J9489;SSNA;AT;TAT119;8;6
R00054;J9489;SSNA;DG;0D0482;1;1
R00054;J9489;SSNA;DP;PD0605;0;1
R00054;J9489;SSNA;PF;SPFASE;4;2
R00054;J9489;SSNA;PF;APFCAS;3;5
R00054;J9489;SSNA;DT;TD0S01;1;0
R00072;C4065;RALN;RU;0D0I95;1;0
R00072;C4065;RALN;IR;0IR000;8;11
R00072;C4065;RALN;FP;0D0103;0;1
R00072;C4065;RALN;OE;0OEESP;4;0
R00072;C4065;RALN;EQ;0FZEQF;4;3
R00090;C775;RALN;IR;0IR000;10;13
R00090;C775;RALN;OE;0OEESP;2;7
R00090;C775;RALN;EQ;0FZEQF;3;6
R00090;C775;RALN;RP;000096;0;1
R00152;U10850;SSNA;DG;0D0163;1;0
R00152;U10850;SSNA;DA;AD0032;3;3
R00152;U10850;SSNA;PF;SPFINF;518;751
R00152;U10850;SSNA;PT;APT017;42;159
R00152;U10850;SSNA;DP;PD0046;2;0
R00152;U10850;SSNA;DT;TD0A67;0;2
R00152;U10850;SSNA;MV;SD0E74;3;0
R00152;U10850;SSNA;PF;SPFTCN;62;99
R00152;U10850;SSNA;DP;PD0S45;0;1
R00152;U10850;SSNA;PF;SPFINE;12;5
R00152;U10850;SSNA;DG;0D0097;1;0
R00152;U10850;SSNA;PF;TPF026;8;3
R00152;U10850;SSNA;DP;PD0A03;0;1
R00152;U10850;SSNA;PL;SD0E65;0;1
R00152;U10850;SSNA;PT;0PTSPR;107;149
R00152;U10850;SSNA;MD;SD0035;184;204
R00152;U10850;SSNA;DT;TD0002;2;0
R00152;U10850;SSNA;PL;SD0A65;7;16
R00152;U10850;SSNA;AT;AAT117;21;59
R00152;U10850;SSNA;MV;SD0072;2;0
R00152;U10850;SSNA;MD;SD0036;58;30
R00152;U10850;SSNA;BI;SD0E12;1;1
R00152;U10850;SSNA;BI;SD0A12;11;15
R00152;U10850;SSNA;FM;SD0E39;1;1
R00152;U10850;SSNA;PF;SPFRAB;27;75
R00152;U10850;SSNA;DP;PD0A45;2;2
R00152;U10850;SSNA;DT;TD0A01;1;0
R00152;U10850;SSNA;DT;TD0S67;1;0
R00152;U10850;SSNA;PF;APFCAS;2;4
R00152;U10850;SSNA;MV;SD0E73;1;0
R00152;U10850;SSNA;PT;TPT092;67;92
R00152;U10850;SSNA;OP;TOP059;14;1
R00152;U10850;SSNA;AT;TAT119;13;0
R00152;U10850;SSNA;FM;SD0N38;1;0
R00152;U10850;SSNA;CH;SD0A15;1;0
R00152;U10850;SSNA;FM;SD0A38;5;9
R00152;U10850;SSNA;PF;PPF006;5;0
R00152;U10850;SSNA;AT;TATIFC;8;1
R00152;U10850;SSNA;PF;SPFASE;1;2
R00152;U10850;SSNA;PF;SPFOST;1;50
R00152;U10850;SSNA;FI;SD0E41;0;1
R00152;U10850;SSNA;MD;SD0N33;2;0
R00152;U10850;SSNA;PF;APF028;8;7
R00152;U10850;SSNA;DP;PD0010;1;0
R00152;U10850;SSNA;DA;AD0A31;0;1
R00152;U10850;SSNA;FI;SD0A41;2;1
R00152;U10850;SSNA;PF;SPFPRV;17;6
R00152;U10850;SSNA;MD;SD0E33;33;5
R00152;U10850;SSNA;MD;SD0N34;4;0
R00152;U10850;SSNA;PF;KPFASC;3;25
R00152;U10850;SSNA;AT;KAT660;57;149
R00152;U10850;SSNA;MV;SD0A73;21;5
R00152;U10850;SSNA;PL;SD0064;1;1
R00152;U10850;SSNA;DG;0D0482;1;0
R00152;U10850;SSNA;PS;SD0AI1;3;0
R00152;U10850;SSNA;DA;AD0S31;4;2
R00152;U10850;SSNA;MD;SD0E34;25;7
R00045;C5569;RALN;FP;0D0103;1;0
R00045;C5569;RALN;IR;0IR000;15;10
R00045;C5569;RALN;OE;0OEESP;6;1
R00045;C5569;RALN;EQ;0FZEQF;6;8
R00045;C5569;RALN;OP;0OP000;5;0
R00161;C4655;RALN;IR;0IR000;8;10
R00161;C4655;RALN;EQ;0FZEQF;7;5
R00161;C4655;RALN;OE;0OEESP;5;0
R00205;C3239;RALN;IR;0IR000;0;2
R00205;C3239;RALN;EQ;0FZEQF;2;0
R00090;C7604;RALN;OE;0OEESP;3;0
R00090;C7604;RALN;OP;0OP000;1;0
R00090;C7604;RALN;EQ;0FZEQF;2;1
R00090;C7604;RALN;IR;0IR000;5;4
R00090;C2523;RALN;IR;0IR000;1;0
R00090;C2523;RALN;EQ;0FZEQF;0;1
R00090;C2523;RALN;RU;0D0I96;1;0
R00090;C2523;RALN;OE;0OEESP;2;0
R00063;C6261;REFR;CC;097000;1;3
R00063;C6261;REFR;CD;049000;5;13
R00063;C6261;REFR;XB;0PL907;1;0
R00063;C6261;REFR;CD;048000;1;6
R00063;C6261;REFR;CC;042000;6;11
R00063;C6261;REFR;CC;043000;2;8
R00063;C6261;REFR;FP;0D0103;0;1
R00063;C6261;REFR;CC;045000;1;3
R00063;C6261;REFR;CD;0D7000;1;0
R00063;C6261;REFR;CC;046000;0;5
R00063;C6261;REFR;CD;050000;0;3
R00063;C6261;REFR;CB;036000;2;1
R00063;C6261;REFR;XA;0PL908;1;0
R00063;C6261;REFR;XB;0PL905;1;0
R00063;C6261;REFR;CB;0B7000;0;4
R00063;C6261;REFR;CD;052000;0;2
R00063;C6261;REFR;XA;0PL910;3;0
R00063;C6261;REFR;CB;038000;0;3
R00063;C6261;REFR;CC;040000;6;13
R00063;C6261;REFR;CD;051000;1;8
R00063;C6261;REFR;CB;0B8000;2;3
R00063;C6261;REFR;XA;0PL911;0;2
R00063;C6261;REFR;CD;0D6000;0;1
R00063;C6261;REFR;CB;034000;2;0
R00063;C6261;REFR;CB;030000;2;1
R00063;C6261;REFR;XA;0PL916;1;1
R00107;U14496;SSNA;PF;KPFASC;2;57
R00107;U14496;SSNA;DG;0D0097;1;0
R00107;U14496;SSNA;OP;AOP870;8;39
R00107;U14496;SSNA;PT;APT017;13;45
R00107;U14496;SSNA;PT;0PTSPR;9;46
R00107;U14496;SSNA;PF;APF028;16;68
R00107;U14496;SSNA;DT;TD0A67;1;6
R00107;U14496;SSNA;PL;SD0E65;0;6
R00107;U14496;SSNA;AT;TAT119;6;3
R00107;U14496;SSNA;DP;PD0046;1;1
R00107;U14496;SSNA;PS;SD0AI4;0;1
R00107;U14496;SSNA;PF;SPFTCN;54;137
R00107;U14496;SSNA;BI;SD0E13;0;1
R00107;U14496;SSNA;PF;TPFCTS;1;0
R00107;U14496;SSNA;MV;SD0A73;13;16
R00107;U14496;SSNA;PF;APFCAS;2;12
R00107;U14496;SSNA;MD;SD0036;36;15
R00107;U14496;SSNA;DA;AD0A31;5;11
R00107;U14496;SSNA;AT;TATIFC;6;2
R00107;U14496;SSNA;BI;SD0E12;3;1
R00107;U14496;SSNA;DT;TD0A01;0;1
R00107;U14496;SSNA;OP;TOP059;133;26
R00107;U14496;SSNA;DA;AD0032;4;8
R00107;U14496;SSNA;MV;SD0E73;4;1
R00107;U14496;SSNA;MD;SD0E34;33;38
R00107;U14496;SSNA;FM;SD0E38;1;1
R00107;U14496;SSNA;BI;SD0A12;6;12
R00107;U14496;SSNA;PF;SPFINF;338;1214
R00107;U14496;SSNA;FM;SD0E39;1;1
R00107;U14496;SSNA;MD;SD0N34;6;4
R00107;U14496;SSNA;OP;KOP660;92;393
R00107;U14496;SSNA;MD;SD0E33;35;13
R00107;U14496;SSNA;AT;AAT117;29;95
R00107;U14496;SSNA;DP;PD0A45;4;0
R00107;U14496;SSNA;DT;TD0002;0;1
R00107;U14496;SSNA;PL;SD0A65;5;27
R00107;U14496;SSNA;DP;PD0S45;1;0
R00107;U14496;SSNA;MV;SD0072;0;1
R00107;U14496;SSNA;PT;TPT092;79;95
R00107;U14496;SSNA;MD;SD0035;129;271
R00107;U14496;SSNA;PF;SPFPRV;47;33
R00107;U14496;SSNA;MV;SD0E74;2;0
R00107;U14496;SSNA;PF;TPF026;13;12
R00107;U14496;SSNA;PL;SD0064;1;9
R00107;U14496;SSNA;CH;SD0A15;0;1
R00107;U14496;SSNA;PL;SD0N65;1;1
R00107;U14496;SSNA;OP;0OP269;0;1
R00107;U14496;SSNA;PF;SPFOST;0;90
R00107;U14496;SSNA;FI;SD0A41;1;0
R00107;U14496;SSNA;MD;SD0N33;5;0
R00107;U14496;SSNA;PF;SPFINE;0;39
R00107;U14496;SSNA;PF;SPFRAB;24;107
R00107;U14496;SSNA;BI;SD0011;1;0
R00107;U14496;SSNA;FM;SD0A38;6;13
R00107;U14496;SSNA;PS;SD0AI1;0;1
R00054;C4915;RALN;RP;000096;1;0
R00054;C4915;RALN;RU;0D0I96;1;0
R00054;C4915;RALN;IR;0IR000;3;19
R00054;C4915;RALN;EQ;0FZEQF;2;13
R00054;C4915;RALN;OE;0OEESP;3;17
R00054;C4915;RALN;RU;0D0I95;1;0
R00090;C7939;RALN;OP;0OP000;1;0
R00090;C7939;RALN;IR;0IR000;0;1
R00090;C7939;RALN;RP;000096;0;1
R00134;J8634;SSNA;MD;SD0E34;7;0
R00134;J8634;SSNA;AT;TAT119;1;0
R00134;J8634;SSNA;DA;AD0A31;1;0
R00134;J8634;SSNA;AT;AAT117;3;5
R00134;J8634;SSNA;DG;0D0482;2;0
R00134;J8634;SSNA;PF;TPF026;4;2
R00134;J8634;SSNA;DT;TD0A01;1;0
R00134;J8634;SSNA;DA;AD0032;3;0
R00134;J8634;SSNA;PF;SPFINF;33;117
R00134;J8634;SSNA;OP;KOP660;13;19
R00134;J8634;SSNA;BI;SD0A12;1;15
R00134;J8634;SSNA;MD;SD0N34;3;0
R00134;J8634;SSNA;PT;0PTSPR;13;9
R00134;J8634;SSNA;AT;TAT162;1;0
R00134;J8634;SSNA;PF;SPFTCN;11;20
R00134;J8634;SSNA;DG;0D0163;1;0
R00134;J8634;SSNA;PF;APF028;11;10
R00134;J8634;SSNA;DG;0D0097;1;0
R00134;J8634;SSNA;FM;SD0A38;0;2
R00134;J8634;SSNA;DT;TD0S01;1;0
R00134;J8634;SSNA;PT;TPT092;6;0
R00134;J8634;SSNA;MD;SD0035;23;27
R00134;J8634;SSNA;PF;SPFRAB;0;2
R00134;J8634;SSNA;RR;N18694;7;28
R00134;J8634;SSNA;MD;SD0E33;4;0
R00134;J8634;SSNA;PT;APT017;5;5
R00134;J8634;SSNA;OP;TOP059;1;1
R00134;J8634;SSNA;MD;SD0036;1;2
R00134;J8634;SSNA;FM;SD0E38;1;0
R00134;J8634;SSNA;RR;N16695;7;10
R00107;C5369;RALN;IR;0IR000;0;5
R00107;C5369;RALN;FP;0D0485;1;0
R00107;C5369;RALN;OE;0OEESP;3;0
R00107;C5369;RALN;EQ;0FZEQF;2;2
R00090;C7662;RALN;IR;0IR000;1;2
R00090;C7662;RALN;FP;0D0103;1;0
R00090;C7662;RALN;OE;0OEESP;0;2
R00072;C1498;RALN;EQ;0FZEQF;1;0
R00072;C1498;RALN;IR;0IR000;2;0
R00072;C1498;RALN;FP;0D0103;0;1
R00090;C4082;RALN;IR;0IR000;5;12
R00090;C4082;RALN;OE;0OEESP;2;0
R00090;C4082;RALN;EQ;0FZEQF;1;3
R00045;C3393;RALN;IR;0IR000;4;0
R00045;C3393;RALN;OE;0OEESP;2;1
R00143;U14262;SSNA;DG;0D0482;1;0
R00143;U14262;SSNA;PL;SD0064;0;1
R00143;U14262;SSNA;PF;APF028;5;18
R00143;U14262;SSNA;OP;0OP269;0;1
R00143;U14262;SSNA;PF;SPFPRV;20;15
R00143;U14262;SSNA;PT;0PTSPR;5;5
R00143;U14262;SSNA;MD;SD0E34;6;5
R00143;U14262;SSNA;DG;0D0163;1;0
R00143;U14262;SSNA;PF;SPFINE;0;2
R00143;U14262;SSNA;OP;AOP870;2;0
R00143;U14262;SSNA;MV;SD0A73;19;14
R00143;U14262;SSNA;PS;SD0AI1;1;1
R00143;U14262;SSNA;OP;TOP059;17;2
R00143;U14262;SSNA;OP;KOP660;22;134
R00143;U14262;SSNA;MV;SD0E73;1;0
R00143;U14262;SSNA;PF;SPFTCN;20;43
R00143;U14262;SSNA;PL;SD0A65;0;6
R00143;U14262;SSNA;PF;SPFRAB;4;32
R00143;U14262;SSNA;FM;SD0A38;3;4
R00143;U14262;SSNA;MD;SD0035;71;158
R00143;U14262;SSNA;PF;SPFOST;1;36
R00143;U14262;SSNA;PF;KPFASC;4;3
R00143;U14262;SSNA;DA;AD0032;1;1
R00143;U14262;SSNA;BI;SD0A12;3;7
R00143;U14262;SSNA;MD;SD0N34;1;0
R00143;U14262;SSNA;DP;PD0A45;1;0
R00143;U14262;SSNA;FM;SD0E38;1;0
R00143;U14262;SSNA;AT;TAT119;4;2
R00143;U14262;SSNA;AT;AAT117;18;54
R00143;U14262;SSNA;PT;TPT092;10;4
R00143;U14262;SSNA;FI;SD0A41;0;1
R00143;U14262;SSNA;PF;TPF026;0;2
R00143;U14262;SSNA;PF;SPFINF;95;424
R00143;U14262;SSNA;DG;0D0097;1;0
R00143;U14262;SSNA;MD;SD0E33;12;1
R00143;U14262;SSNA;DP;PD0046;1;0
R00143;U14262;SSNA;PF;APFCAS;0;1
R00143;U14262;SSNA;MV;SD0072;2;0
R00143;U14262;SSNA;AT;TATIFC;1;0
R00143;U14262;SSNA;MD;SD0036;13;15
R00143;U14262;SSNA;PT;APT017;7;19
R00063;RS9195;REFR;CD;0D6000;59;87
R00063;RS9195;REFR;ZC;0FC006;4;0
R00063;RS9195;REFR;CC;040000;87;214
R00063;RS9195;REFR;CA;023000;2;1
R00063;RS9195;REFR;CA;0A5000;2;2
R00063;RS9195;REFR;ZC;0FC0C9;3;1
R00063;RS9195;REFR;ZA;0FA001;49;35
R00063;RS9195;REFR;CC;046000;33;38
R00063;RS9195;REFR;ZC;0FC003;5;1
R00063;RS9195;REFR;CA;025000;4;0
R00063;RS9195;REFR;ZC;0FC008;4;1
R00063;RS9195;REFR;DI;0D0100;50;31
R00063;RS9195;REFR;CB;036000;15;7
R00063;RS9195;REFR;ZA;0FA003;9;7
R00063;RS9195;REFR;ZB;0FB003;27;2
R00063;RS9195;REFR;PC;000061;183;11
R00063;RS9195;REFR;DI;0D0099;5;4
R00063;RS9195;REFR;CC;0C8000;3;19
R00063;RS9195;REFR;CB;0B8000;22;3
R00063;RS9195;REFR;CB;037000;9;6
R00063;RS9195;REFR;CC;045000;42;77
R00063;RS9195;REFR;CB;0B7000;13;3
R00063;RS9195;REFR;CC;097000;18;33
R00063;RS9195;REFR;CD;0D8000;50;53
R00063;RS9195;REFR;CD;0D7000;87;105
R00063;RS9195;REFR;CD;049000;70;131
R00063;RS9195;REFR;CA;0A7000;2;0
R00063;RS9195;REFR;CD;048000;209;407
R00063;RS9195;REFR;CC;043000;69;80
R00063;RS9195;REFR;ZA;0FA002;9;3
R00063;RS9195;REFR;CB;032000;28;14
R00063;RS9195;REFR;CC;0C9000;1;4
R00063;RS9195;REFR;CC;0C7000;9;32
R00063;RS9195;REFR;DF;0D0095;17;17
R00063;RS9195;REFR;ZB;0FB004;6;0
R00063;RS9195;REFR;ZC;0FC002;6;0
R00063;RS9195;REFR;CB;034000;19;14
R00063;RS9195;REFR;CD;0D9000;31;39
R00063;RS9195;REFR;ZB;0FB001;8;4
R00063;RS9195;REFR;CA;0A9000;2;1
R00063;RS9195;REFR;CB;0B9000;15;12
R00063;RS9195;REFR;CB;038000;17;4
R00063;RS9195;REFR;CD;051000;71;148
R00063;RS9195;REFR;CA;0A6000;0;2
R00063;RS9195;REFR;CD;052000;56;92
R00063;RS9195;REFR;ZC;0FC004;5;0
R00063;RS9195;REFR;ZC;0FC005;4;2
R00063;RS9195;REFR;CC;042000;34;43
R00063;RS9195;REFR;ZB;0FBFB5;1;0
R00063;RS9195;REFR;ZA;0FA0F4;1;0
R00063;RS9195;REFR;CD;050000;78;110
R00063;RS9195;REFR;CA;0A8000;4;2
R00063;RS9195;REFR;CA;028000;1;3
R00063;RS9195;REFR;ZB;0FB002;36;10
R00063;RS9195;REFR;CA;027000;6;1
R00063;RS9195;REFR;CB;030000;41;32
R00063;RS9195;REFR;DG;0D0097;1;0
R00063;RS9195;REFR;ZC;0FC007;7;6
R00063;C5763;REFR;CB;032000;1;1
